DESCRIPTION,Candida_tanzawaensis,Debaryomyces_hansenii,Hyphopichia_burtonii,Komagataella_pastoris,Eremothecium_gossypii,Kluyveromyces_lactis,Torulaspora_delbrueckii,Zygosaccharomyces_rouxii,Arxula_adeninivorans,Yarrowia_lipolytica
fam2712,1,1,1,1,1,1,1,1,1,0
fam2713,1,1,1,1,1,1,1,1,1,1
fam2714,1,1,1,2,1,1,0,1,1,1
fam2715,1,1,1,1,1,1,1,1,0,1
fam2716,1,1,1,1,1,1,1,1,1,1
fam2717,3,3,2,0,0,0,0,0,0,0
fam2718,1,1,1,0,1,1,1,1,1,1
fam2719,1,1,1,0,0,1,1,1,1,1
fam2720,1,1,1,1,0,1,1,1,1,1
fam2721,1,1,1,0,1,1,1,1,1,1
fam2722,1,1,1,1,1,1,1,1,1,1
fam2723,1,1,1,1,1,1,1,1,0,0
fam2724,1,1,1,1,1,1,1,1,1,1
fam2725,1,1,1,1,1,1,1,1,1,1
fam2726,1,1,1,1,1,1,1,1,1,1
fam2727,1,1,1,1,1,1,1,1,1,1
fam2728,1,1,1,1,1,0,1,1,1,1
fam2729,1,1,1,1,1,1,1,1,1,1
fam2730,1,1,1,1,1,1,1,1,1,1
fam2731,0,0,0,2,1,1,1,1,1,1
fam2732,1,1,1,1,1,1,1,1,1,1
fam2733,1,1,1,2,0,0,0,0,1,1
fam2734,1,1,1,1,1,1,1,1,1,1
fam2735,1,1,1,0,1,1,1,1,1,1
fam2736,1,1,1,1,1,1,1,1,1,1
fam2737,1,1,1,1,1,1,1,1,1,1
fam2738,1,1,1,1,1,1,1,1,1,1
fam2739,1,1,1,1,1,1,1,1,1,1
fam2740,1,1,1,1,1,1,1,1,1,1
fam2741,1,1,1,1,1,1,1,1,1,1
fam2742,1,1,1,1,1,1,1,1,1,1
fam2743,1,1,1,1,1,1,1,1,1,1
fam2744,1,1,1,1,1,1,1,1,1,1
fam2745,1,1,1,1,0,0,1,1,1,1
fam2746,1,2,1,1,0,1,0,0,1,2
fam2747,1,1,1,1,1,1,1,1,1,1
fam2748,1,1,1,1,1,1,1,1,1,1
fam2749,1,0,1,1,1,1,1,1,1,1
fam2750,1,1,1,0,1,1,1,1,1,1
fam2751,1,1,1,1,1,1,1,1,1,1
fam2752,1,1,1,1,1,1,1,1,1,1
fam2753,1,1,1,1,1,1,1,1,0,1
fam2754,1,1,1,1,1,1,1,1,0,1
fam2755,1,1,1,1,1,1,1,1,0,1
fam2756,1,1,1,1,0,0,1,1,1,1
fam2757,1,1,1,0,1,1,1,1,0,1
fam2758,1,1,1,1,1,1,1,1,0,1
fam2759,1,1,1,1,1,1,1,1,1,0
fam2760,2,2,2,1,1,1,1,1,0,1
fam2761,1,1,1,0,1,1,1,1,1,1
fam2762,1,1,1,1,1,1,1,1,1,1
fam2763,1,1,1,0,1,1,1,1,1,1
fam2764,1,1,1,2,1,1,1,1,1,1
fam2765,1,1,1,1,1,1,1,1,1,1
fam2766,1,1,1,1,1,1,1,1,1,1
fam2767,1,1,1,0,1,1,1,1,1,1
fam2768,1,1,1,1,1,1,1,1,1,1
fam2769,1,1,1,1,1,1,0,0,1,1
fam2770,1,1,0,1,1,1,1,1,1,1
fam2771,1,1,1,1,1,1,1,1,1,1
fam2772,1,1,1,1,1,0,0,1,0,0
fam2773,1,1,1,1,1,1,1,1,0,1
fam2774,1,1,1,1,1,1,1,1,1,1
fam2775,1,1,1,1,1,1,1,1,1,1
fam2776,0,0,0,1,1,1,1,1,1,1
fam2777,1,1,1,1,0,0,0,0,1,1
fam2778,1,1,1,1,0,1,1,1,1,1
fam2779,0,1,1,1,1,1,1,1,1,2
fam2780,1,1,1,1,1,1,1,1,1,1
fam2781,1,1,1,1,1,1,1,1,1,0
fam2782,0,0,0,0,1,1,1,1,1,1
fam2783,1,1,0,0,1,1,1,1,1,1
fam2784,1,0,1,1,1,1,1,1,1,1
fam2785,1,1,0,1,1,1,1,1,1,1
fam2786,1,1,1,1,0,1,1,1,1,1
fam2787,1,1,1,1,1,1,1,1,1,1
fam2788,1,2,1,1,1,1,1,0,2,2
fam2789,0,1,1,1,1,1,1,1,1,1
fam2790,0,0,1,1,1,1,1,0,1,1
fam2791,1,1,1,1,1,1,1,1,1,1
fam2792,1,1,1,1,0,0,0,0,2,2
fam2793,1,1,1,1,1,1,1,1,1,1
fam2794,1,1,1,1,1,1,1,1,1,1
fam2795,1,1,1,1,1,1,1,1,1,1
fam2796,2,2,1,2,0,0,0,0,1,1
fam2797,1,1,1,1,0,1,1,1,1,1
fam2798,1,1,1,1,0,1,0,1,1,1
fam2799,1,1,0,1,1,1,1,1,1,1
fam2800,1,1,1,1,0,1,0,1,1,1
fam2801,1,1,1,1,1,1,1,1,1,1
fam2802,1,1,1,1,1,1,1,1,1,0
fam2803,1,1,1,1,1,1,1,1,1,1
fam2804,0,1,1,1,1,1,1,1,1,1
fam2805,1,1,1,0,1,0,1,1,1,1
fam2806,1,1,1,1,1,1,1,1,1,1
fam2807,1,1,1,1,1,1,1,1,0,1
fam2808,1,1,1,0,1,1,1,1,0,1
fam2809,1,1,1,1,1,1,1,1,1,1
fam2810,1,1,0,0,1,0,1,1,0,1
fam2811,1,1,1,1,1,1,1,1,1,1
fam2812,1,1,1,1,1,1,1,1,0,1
fam2813,1,1,1,1,1,1,1,1,0,1
fam2814,1,1,1,1,1,1,1,1,1,0
fam2815,1,1,1,1,1,1,1,1,1,1
fam2817,0,1,0,0,0,0,0,0,6,0
fam2818,1,1,1,1,0,1,0,1,2,1
fam2819,1,1,1,0,1,1,1,1,1,1
fam2820,1,1,1,1,1,1,1,1,1,1
fam2821,1,1,1,1,1,1,1,1,1,1
fam2822,1,1,1,1,1,1,1,1,1,1
fam2823,1,1,0,1,1,1,1,1,1,1
fam2825,1,1,1,0,1,1,1,1,0,1
fam2826,1,1,1,1,1,1,1,1,0,1
fam2827,0,0,0,0,1,1,1,1,2,2
fam2828,1,1,1,1,1,1,1,1,1,1
fam2829,1,1,1,1,1,1,1,1,1,0
fam2830,1,1,1,1,1,1,1,1,0,1
fam2831,0,0,0,0,1,1,1,1,0,1
fam2832,1,1,1,1,1,1,1,1,1,1
fam2833,1,2,1,1,0,1,0,1,1,2
fam2834,1,1,1,1,1,1,1,1,1,1
fam2835,1,1,1,0,1,1,1,1,1,1
fam2836,1,1,1,1,1,1,1,1,1,1
fam2837,1,1,1,1,1,1,1,1,1,1
fam2838,1,1,1,0,0,0,0,0,4,9
fam2839,1,1,2,1,1,1,1,0,1,2
fam2840,1,1,1,1,1,1,1,1,1,1
fam2841,1,1,1,1,1,1,1,1,1,1
fam2842,1,1,1,1,1,1,1,1,1,1
fam2843,1,1,1,1,1,1,1,1,1,1
fam2844,1,1,1,1,0,2,1,2,1,1
fam2845,1,1,1,1,0,0,0,0,1,1
fam2846,1,1,1,0,1,1,1,1,1,1
fam2847,1,1,1,1,1,1,1,1,1,1
fam2848,1,1,1,1,1,1,1,1,1,1
fam2849,1,1,1,1,1,1,1,1,1,1
fam2850,2,1,1,1,0,1,1,1,1,0
fam2851,2,2,2,0,0,0,0,0,1,1
fam2852,1,1,1,1,1,1,1,1,1,1
fam2853,1,1,1,0,1,1,1,1,1,1
fam2854,1,1,1,1,1,1,1,1,0,1
fam2855,1,1,1,1,1,1,1,1,0,1
fam2856,1,1,1,1,0,1,1,1,0,1
fam2857,0,1,1,1,1,1,1,1,0,1
fam2858,1,1,1,1,1,1,1,1,0,1
fam2859,1,0,0,1,1,1,1,1,1,1
fam2860,0,5,0,0,0,0,0,0,0,1
fam2861,0,1,1,1,1,1,1,1,1,1
fam2862,0,1,1,1,1,1,1,1,1,1
fam2863,0,1,0,1,1,1,1,1,1,1
fam2864,1,1,1,1,1,1,1,1,0,1
fam2865,1,1,1,1,1,0,1,1,0,1
fam2866,2,1,1,1,0,0,0,0,1,1
fam2867,1,1,1,1,0,0,0,0,1,1
fam2868,1,1,1,1,1,0,1,1,1,1
fam2869,1,0,1,0,1,1,1,1,1,0
fam2870,1,1,1,1,1,1,1,1,1,0
fam2871,1,1,1,0,1,1,1,1,1,1
fam2872,1,1,1,1,1,1,1,1,0,0
fam2873,1,0,0,1,1,1,1,1,1,1
fam2874,1,1,2,0,1,0,0,0,1,1
fam2875,1,1,1,1,0,2,1,1,1,1
fam2876,1,1,1,0,0,0,0,0,1,0
fam2877,1,1,1,1,1,1,1,1,1,1
fam2878,1,1,1,1,1,1,1,1,1,1
fam2879,1,1,1,1,1,0,1,1,1,1
fam2880,1,1,1,1,1,1,1,1,1,1
fam2881,1,1,1,1,1,1,1,1,1,1
fam2882,1,1,1,1,1,1,1,1,1,1
fam2883,1,1,1,1,0,0,1,1,1,1
fam2884,1,1,1,0,1,1,1,1,1,1
fam2885,0,0,0,1,1,1,1,1,1,1
fam2886,1,1,1,1,1,0,1,0,1,1
fam2887,1,2,1,1,1,1,1,1,1,1
fam2888,1,1,1,1,1,1,1,1,1,1
fam2889,1,1,1,1,1,0,1,1,1,1
fam2890,1,1,1,1,1,1,1,1,1,0
fam2891,1,1,0,0,1,1,1,1,1,1
fam2892,1,1,1,1,0,0,0,0,1,1
fam2893,1,1,1,0,1,0,1,1,1,1
fam2894,1,1,1,1,1,1,1,1,1,1
fam2895,1,1,1,0,0,1,1,1,1,1
fam2896,1,1,1,1,1,0,1,1,0,1
fam2897,1,1,1,0,1,1,1,1,0,1
fam2898,1,1,1,1,1,1,1,0,0,1
fam2899,1,2,1,1,1,1,1,1,0,1
fam2900,1,1,1,1,1,1,1,1,1,1
fam2901,1,1,1,1,1,1,1,1,1,1
fam2902,1,1,1,1,1,1,1,1,1,0
fam2903,1,0,0,1,1,2,1,1,0,0
fam2904,1,1,1,1,1,1,1,1,1,1
fam2905,1,0,0,1,1,1,1,1,1,1
fam2906,1,1,1,0,1,1,1,1,1,1
fam2907,1,1,1,1,1,1,1,1,1,1
fam2908,1,0,1,1,0,2,1,0,1,1
fam2909,1,1,1,1,1,1,1,1,1,1
fam2910,1,1,1,0,1,1,1,1,1,1
fam2911,1,1,1,1,1,1,1,1,1,1
fam2912,1,1,1,1,1,1,1,1,0,1
fam2913,0,1,1,1,0,0,0,0,1,1
fam2914,1,1,1,1,1,1,1,1,1,1
fam2915,1,1,1,0,0,0,1,0,1,0
fam2916,1,1,1,1,1,1,1,1,1,1
fam2917,1,1,1,1,1,1,1,1,0,0
fam2918,0,1,1,1,1,1,1,1,1,1
fam2919,1,1,1,1,1,1,1,1,0,0
fam2920,1,1,1,1,1,1,1,1,0,0
fam2921,1,1,1,1,0,0,0,0,1,1
fam2922,1,1,1,1,1,1,1,1,0,1
fam2923,1,1,1,1,1,1,1,1,0,0
fam2924,1,1,1,1,1,1,1,1,1,1
fam2925,1,1,1,1,1,1,0,1,1,1
fam2926,1,1,1,1,1,1,1,1,0,0
fam2927,1,1,2,0,0,0,0,1,1,1
fam2928,1,1,1,0,1,1,1,1,1,1
fam2929,1,1,1,0,1,0,1,1,1,1
fam2930,1,1,0,1,1,1,0,1,1,1
fam2931,1,1,1,1,1,1,1,1,1,0
fam2932,1,1,1,1,1,0,1,1,1,2
fam2933,1,1,1,1,1,1,1,1,1,0
fam2934,1,1,1,0,1,1,1,1,1,1
fam2935,1,1,1,0,1,1,1,1,1,0
fam2936,1,0,1,1,1,1,0,0,1,1
fam2937,1,1,1,0,1,1,1,1,1,1
fam2938,1,1,1,1,0,1,1,1,1,1
fam2939,1,1,1,1,1,1,1,1,1,2
fam2940,1,1,1,1,1,0,1,1,1,1
fam2941,1,1,1,1,0,1,1,1,1,1
fam2942,0,0,0,1,1,1,1,1,1,1
fam2943,0,1,1,0,1,1,1,1,0,1
fam2944,1,1,0,0,1,1,1,1,0,1
fam2945,1,1,1,1,1,1,1,1,0,0
fam2946,1,1,1,0,1,1,1,1,1,1
fam2947,1,1,1,1,1,1,1,1,0,0
fam2948,0,4,0,0,2,2,1,3,0,0
fam2949,1,1,1,0,1,1,1,1,0,0
fam2950,1,1,1,0,0,0,0,0,1,0
fam2951,1,1,1,1,0,1,1,1,1,1
fam2952,1,1,1,1,1,1,1,1,1,1
fam2953,0,2,1,0,0,1,2,3,1,1
fam2954,0,0,0,0,0,0,0,0,1,0
fam2955,1,1,1,1,1,1,1,1,0,0
fam2957,1,1,1,1,1,1,0,0,1,1
fam2958,1,1,0,0,1,0,1,1,0,0
fam2959,1,1,1,1,0,0,0,0,1,3
fam2960,1,1,1,1,0,0,0,0,1,1
fam2961,1,1,1,1,0,0,0,0,1,2
fam2962,0,1,1,1,1,1,1,1,1,1
fam2963,1,1,1,1,1,1,0,0,1,1
fam2964,1,1,1,1,0,1,0,0,1,1
fam2965,0,1,0,1,1,1,1,1,1,0
fam2966,1,1,1,1,0,0,0,0,1,1
fam2967,1,2,1,1,0,1,0,0,2,2
fam2968,1,1,1,1,0,1,1,1,1,1
fam2969,1,1,1,1,1,0,1,1,1,1
fam2970,1,1,1,0,1,1,1,0,1,1
fam2971,1,1,1,1,1,1,1,1,1,1
fam2972,1,1,1,1,1,0,0,0,1,1
fam2973,1,1,0,1,1,1,1,0,1,1
fam2974,1,1,1,1,0,0,0,0,1,0
fam2975,0,1,1,0,1,1,1,1,1,1
fam2976,0,0,1,1,1,1,1,1,1,1
fam2977,0,0,0,1,1,1,1,1,2,1
fam2978,1,1,1,0,1,1,1,1,1,1
fam2979,1,1,1,1,1,1,0,0,1,1
fam2980,1,1,1,1,0,0,0,0,1,1
fam2981,1,1,1,1,0,0,0,1,1,1
fam2982,1,1,2,1,0,0,0,0,1,1
fam2983,1,1,1,1,0,1,1,1,1,1
fam2984,1,1,1,0,1,1,1,1,1,1
fam2985,1,1,1,1,1,1,1,1,1,1
fam2986,1,1,1,1,0,1,1,1,1,1
fam2987,1,1,1,1,0,1,0,0,1,1
fam2988,1,1,1,1,0,1,1,1,1,1
fam2989,1,1,1,1,1,1,1,1,1,1
fam2990,1,1,1,1,1,1,0,0,1,1
fam2991,1,1,1,1,1,1,1,1,0,0
fam2992,1,1,1,1,1,1,1,1,0,1
fam2993,1,1,1,1,0,1,1,1,0,1
fam2994,1,1,1,1,1,1,1,1,0,0
fam2995,1,1,1,0,1,1,1,1,0,0
fam2996,1,1,0,1,1,1,1,1,0,1
fam2997,1,1,1,1,1,1,1,1,0,0
fam2998,1,1,1,1,1,1,1,1,1,0
fam2999,1,1,1,1,0,1,1,1,1,1
fam3000,1,1,1,1,0,0,0,0,2,1
fam3001,1,0,1,1,1,1,1,1,1,1
fam3002,0,2,0,2,2,2,2,2,2,2
fam3003,1,1,2,1,1,1,1,1,1,1
fam3004,1,1,1,0,1,1,1,1,1,1
fam3005,1,1,1,1,1,0,1,1,1,1
fam3006,0,1,1,1,1,1,1,1,1,1
fam3007,1,1,1,0,0,1,1,1,1,1
fam3008,0,1,0,1,0,0,1,2,1,1
fam3009,2,0,2,1,1,0,0,0,0,0
fam3010,0,1,1,1,1,1,1,1,0,1
fam3011,0,0,0,4,0,0,0,0,0,0
fam3012,0,0,0,1,1,1,1,1,1,1
fam3013,0,1,0,1,1,1,1,1,1,1
fam3014,0,1,1,1,1,1,1,1,1,0
fam3015,0,0,0,1,1,1,1,1,1,1
fam3016,0,0,0,1,1,1,1,1,1,1
fam3017,0,2,0,1,1,1,1,1,1,1
fam3018,1,1,1,1,1,1,1,1,0,0
fam3019,1,2,0,1,0,1,1,0,0,2
fam3020,1,1,1,1,1,1,1,1,0,0
fam3021,1,1,1,1,1,1,1,1,0,0
fam3022,1,1,1,1,0,0,0,0,1,1
fam3023,1,1,1,1,0,0,0,0,1,1
fam3024,1,1,1,1,1,1,1,1,0,0
fam3025,1,1,1,1,0,0,0,0,1,1
fam3026,0,0,0,1,1,1,1,1,1,1
fam3027,1,1,1,0,0,0,0,0,2,2
fam3028,1,1,1,1,0,1,0,1,1,1
fam3029,1,1,1,1,1,1,0,0,1,0
fam3030,1,1,1,1,1,1,1,0,1,1
fam3031,1,1,1,1,1,1,1,1,1,1
fam3032,1,1,1,1,1,1,0,0,1,1
fam3033,1,1,1,1,1,0,0,0,1,1
fam3034,1,1,1,1,1,1,0,0,1,1
fam3035,1,1,1,1,1,1,1,1,0,0
fam3036,0,0,0,0,0,1,1,0,1,0
fam3037,1,1,1,1,1,1,1,1,1,1
fam3038,0,0,0,1,1,1,1,1,1,1
fam3039,0,0,0,1,1,1,1,1,1,1
fam3040,0,0,0,1,1,1,1,1,1,1
fam3041,1,0,1,1,1,1,1,1,1,0
fam3042,0,0,0,1,1,1,1,1,1,1
fam3043,1,1,1,1,0,0,0,1,1,1
fam3044,0,0,0,1,1,1,1,1,1,1
fam3045,1,1,1,1,0,0,0,0,1,1
fam3046,1,1,1,1,1,0,1,1,1,1
fam3047,1,1,1,1,0,0,0,0,1,1
fam3048,1,1,1,1,1,0,1,1,0,1
fam3049,1,1,1,1,1,1,1,1,0,0
fam3050,1,1,1,1,1,1,1,0,0,1
fam3051,1,1,1,1,1,1,1,1,0,1
fam3052,1,0,1,1,6,3,1,1,0,0
fam3053,1,1,1,1,1,1,1,1,0,0
fam3054,1,4,2,0,0,0,0,0,0,0
fam3055,1,2,1,1,1,0,0,0,2,0
fam3056,1,1,1,0,1,1,1,1,1,1
fam3057,1,1,0,1,1,1,1,1,1,1
fam3058,1,1,1,1,1,1,1,1,0,0
fam3059,1,1,1,1,1,1,1,1,1,1
fam3060,1,1,1,1,1,0,1,1,1,1
fam3061,1,1,1,1,1,1,1,1,1,1
fam3062,1,0,1,0,0,0,0,0,0,0
fam3063,1,1,1,1,1,1,1,1,0,0
fam3065,1,1,1,1,1,1,1,1,0,0
fam3066,1,1,1,1,1,0,1,0,1,1
fam3067,1,1,1,1,0,0,0,0,1,1
fam3068,1,1,1,1,1,1,1,1,0,0
fam3069,0,0,0,1,1,1,1,1,1,1
fam3070,1,1,1,1,1,1,1,1,0,0
fam3071,1,1,1,1,1,1,1,1,1,1
fam3072,1,1,1,1,0,0,0,0,1,1
fam3073,1,2,1,1,0,0,1,1,1,2
fam3074,1,1,1,0,0,0,1,3,1,1
fam3075,1,1,1,1,0,0,0,0,1,1
fam3076,1,1,1,1,1,1,1,1,1,1
fam3077,1,1,1,1,0,0,0,0,1,1
fam3078,0,0,0,1,1,1,1,1,1,1
fam3079,1,1,1,1,0,0,0,0,1,1
fam3080,1,1,1,1,0,0,0,0,1,1
fam3081,1,1,1,1,0,0,0,0,1,1
fam3082,1,1,1,1,0,0,0,0,1,1
fam3083,0,0,0,1,1,1,1,1,1,1
fam3084,1,1,1,1,0,1,0,0,1,1
fam3085,1,1,1,1,0,0,0,0,1,1
fam3086,1,1,1,1,0,1,1,1,1,1
fam3087,1,1,1,2,0,0,0,0,1,1
fam3088,1,1,1,1,1,1,0,0,1,1
fam3089,0,0,0,1,1,1,1,1,1,1
fam3090,0,1,1,1,0,0,0,0,1,1
fam3091,1,1,1,1,1,0,0,0,1,1
fam3092,1,1,1,1,0,0,0,0,1,1
fam3093,1,1,1,1,0,0,0,0,1,1
fam3094,1,1,1,1,0,0,0,0,1,1
fam3095,1,1,1,1,0,0,0,0,1,1
fam3096,1,1,1,1,1,1,1,1,0,0
fam3097,1,1,1,1,1,0,0,0,1,1
fam3098,1,1,1,1,1,1,0,1,1,1
fam3099,1,1,1,1,1,1,1,1,0,0
fam3100,1,1,1,1,1,1,1,1,0,0
fam3101,0,0,0,1,1,1,1,1,1,1
fam3102,1,1,1,1,1,1,1,1,0,0
fam3103,1,1,1,1,1,1,1,1,0,0
fam3105,1,1,1,1,0,0,0,0,1,1
fam3106,1,1,1,1,0,0,1,0,0,1
fam3107,1,1,1,0,0,0,0,0,1,0
fam3108,0,1,1,1,1,1,1,1,1,1
fam3109,1,1,0,1,1,1,1,0,1,0
fam3110,0,0,1,0,0,0,0,0,2,1
fam3111,1,1,1,1,0,0,0,0,1,1
fam3112,1,1,1,1,1,1,1,0,1,1
fam3114,1,1,1,1,1,1,1,1,0,1
fam3115,1,1,1,1,0,0,0,0,1,1
fam3116,1,1,1,1,1,2,1,1,0,0
fam3117,1,1,1,1,1,1,1,1,1,0
fam3118,1,1,1,1,0,0,0,0,1,1
fam3119,1,1,1,1,0,0,0,0,1,1
fam3120,1,1,1,1,1,1,1,1,0,0
fam3121,1,1,1,1,0,0,0,0,1,1
fam3122,1,1,1,1,0,0,0,0,1,1
fam3123,1,1,1,1,1,1,1,1,0,0
fam3124,1,1,1,1,0,0,0,0,1,1
fam3125,1,1,1,1,0,0,0,0,1,1
fam3126,1,1,1,1,0,1,0,1,1,1
fam3127,0,0,0,1,1,1,1,1,1,1
fam3128,1,2,1,0,0,1,1,1,1,1
fam3129,1,1,1,1,1,0,0,0,1,1
fam3130,1,1,1,1,1,1,1,1,1,1
fam3131,1,1,1,1,1,1,1,1,1,1
fam3132,1,1,1,1,0,0,0,0,2,1
fam3133,0,0,0,1,1,2,1,1,1,1
fam3134,0,0,0,1,1,1,1,1,1,0
fam3135,1,1,1,1,0,0,0,0,1,1
fam3136,1,1,1,1,0,0,0,0,1,1
fam3137,1,1,1,1,0,0,0,0,1,1
fam3138,1,1,1,1,0,0,0,0,1,1
fam3139,1,1,1,1,0,0,0,0,1,1
fam3140,1,1,1,1,1,0,1,1,1,1
fam3141,1,1,1,1,0,0,0,0,1,1
fam3142,1,1,1,1,0,0,0,0,1,1
fam3143,1,1,1,1,1,1,0,0,1,1
fam3144,1,1,1,0,1,0,1,1,1,1
fam3145,1,1,1,1,0,0,0,0,1,1
fam3146,1,1,1,1,0,0,0,0,1,1
fam3147,1,1,1,1,0,0,0,0,1,1
fam3148,1,1,1,1,0,0,0,0,1,1
fam3149,1,1,1,1,0,0,0,0,1,1
fam3150,1,1,1,1,1,1,0,1,1,1
fam3151,1,1,1,1,0,0,0,0,1,1
fam3152,1,1,1,1,0,0,0,0,1,1
fam3153,1,1,1,1,0,0,0,0,1,1
fam3154,1,1,1,1,0,0,0,0,1,1
fam3155,1,1,1,1,0,0,0,0,1,1
fam3156,1,1,1,1,0,0,0,0,1,1
fam3157,1,1,1,1,0,0,0,0,1,1
fam3158,0,0,0,1,1,1,1,1,1,1
fam3159,1,1,1,1,0,0,0,0,1,1
fam3160,1,1,1,1,0,1,1,1,1,0
fam3161,1,1,1,1,0,0,0,0,1,1
fam3162,0,1,1,1,1,1,1,1,1,1
fam3163,1,1,1,1,0,1,0,0,1,1
fam3164,1,1,1,1,0,0,0,0,1,1
fam3165,1,1,1,1,0,0,0,0,1,1
fam3166,1,1,1,1,1,0,0,0,1,1
fam3167,1,1,1,0,0,0,1,1,1,1
fam3168,1,1,1,1,0,0,0,0,1,1
fam3169,1,1,1,1,0,0,0,0,1,1
fam3170,1,1,1,1,0,0,0,0,1,1
fam3171,1,1,1,1,0,0,0,0,1,1
fam3172,1,1,0,1,1,1,0,0,1,1
fam3173,1,1,1,1,0,0,0,0,1,1
fam3174,1,1,1,1,0,0,0,0,1,1
fam3175,1,1,1,1,1,1,1,1,0,0
fam3176,0,0,0,1,1,1,1,1,1,1
fam3177,0,0,0,1,1,1,1,1,1,1
fam3178,0,0,0,1,1,1,1,1,0,1
fam3179,0,1,0,0,2,1,1,1,0,0
fam3180,1,1,1,1,1,1,1,1,0,0
fam3181,1,0,1,1,1,1,1,1,0,0
fam3182,0,0,0,1,1,1,1,1,0,2
fam3183,1,1,1,1,1,1,1,1,0,1
fam3184,1,1,1,1,0,0,0,0,1,1
fam3185,2,1,2,1,0,0,0,0,0,3
fam3186,1,1,0,0,1,1,1,0,1,1
fam3187,1,1,1,1,0,1,1,1,1,1
fam3188,1,1,1,1,0,1,1,0,1,1
fam3189,1,0,1,0,0,0,0,0,0,1
fam3190,1,1,1,1,0,0,0,0,1,1
fam3191,1,1,1,1,1,1,0,0,1,1
fam3192,1,1,1,1,0,0,0,0,1,1
fam3193,1,1,1,1,1,2,0,0,1,1
fam3194,0,0,0,1,1,1,1,1,1,1
fam3195,0,1,2,1,0,0,0,0,1,3
fam3196,1,1,1,1,0,1,0,0,1,0
fam3197,1,0,1,0,1,1,1,1,0,1
fam3198,1,1,1,1,0,0,0,0,1,1
fam3199,1,1,1,1,0,0,0,0,1,1
fam3200,1,1,1,1,0,0,0,0,1,1
fam3201,1,1,1,1,1,0,0,0,1,1
fam3202,1,1,1,1,0,0,0,0,1,1
fam3203,1,1,1,1,0,0,0,0,1,1
fam3204,1,1,1,1,0,0,0,0,1,1
fam3205,1,1,1,1,0,0,0,0,1,1
fam3206,0,0,0,1,1,1,1,1,1,1
fam3207,1,1,1,1,0,0,0,0,1,1
fam3208,1,1,1,1,0,0,0,0,1,1
fam3209,0,0,0,1,1,1,1,1,1,1
fam3210,1,1,1,0,0,0,1,1,1,1
fam3211,1,1,1,1,0,0,0,0,1,1
fam3212,1,1,1,1,0,0,0,0,1,1
fam3213,0,0,0,0,1,1,1,1,1,1
fam3214,1,1,1,1,0,0,0,0,1,1
fam3215,1,1,1,1,0,0,0,0,1,1
fam3216,1,1,1,1,0,1,1,0,1,2
fam3217,1,1,1,1,0,0,0,0,1,1
fam3218,1,1,1,1,0,0,0,0,1,1
fam3219,1,1,1,1,0,0,0,0,1,1
fam3220,1,1,1,1,0,0,0,0,1,1
fam3221,1,1,1,0,1,1,0,0,1,1
fam3222,1,1,1,1,0,0,0,0,1,1
fam3223,1,1,1,1,0,0,0,0,1,1
fam3224,1,1,1,1,0,0,0,0,1,1
fam3225,1,1,1,1,0,0,0,0,1,1
fam3226,0,0,0,1,1,1,0,0,1,0
fam3227,1,1,1,1,0,0,0,0,1,1
fam3228,1,1,1,1,0,0,0,0,1,1
fam3229,1,1,1,1,0,0,0,0,1,1
fam3230,1,1,1,1,0,0,0,0,1,1
fam3231,1,1,1,1,0,0,0,0,1,1
fam3232,1,1,1,1,0,0,0,0,1,1
fam3233,1,1,1,1,1,1,0,0,1,1
fam3234,1,1,1,0,1,1,1,1,1,1
fam3235,0,0,0,1,1,1,1,1,1,1
fam3236,1,1,1,1,0,0,0,0,1,1
fam3237,1,1,1,1,0,0,0,0,1,1
fam3238,1,1,1,1,0,0,0,0,1,2
fam3239,1,1,1,1,0,0,0,0,1,1
fam3240,1,1,2,1,0,0,0,0,1,1
fam3241,1,1,1,1,0,0,0,0,1,1
fam3242,1,1,1,1,0,0,0,0,1,1
fam3243,1,0,1,0,0,0,1,0,1,0
fam3244,1,1,1,1,0,0,0,0,1,1
fam3245,1,1,1,1,0,0,0,0,1,1
fam3246,1,1,1,1,0,0,0,0,1,1
fam3247,1,1,1,1,0,0,0,0,1,1
fam3248,1,1,1,0,0,0,0,0,1,1
fam3249,0,0,0,2,0,1,0,0,1,1
fam3250,1,1,1,1,0,0,0,0,1,1
fam3251,1,1,1,1,0,0,0,0,1,1
fam3252,1,1,1,1,0,0,0,0,1,1
fam3253,1,1,1,1,0,0,0,0,1,1
fam3254,1,1,1,1,0,0,0,0,1,1
fam3255,0,0,0,1,1,1,1,2,1,1
fam3256,1,1,1,1,0,0,0,0,1,1
fam3257,1,1,1,1,0,0,0,0,1,1
fam3258,1,1,1,1,0,0,0,0,1,1
fam3259,1,1,0,0,1,1,1,1,1,1
fam3260,1,1,1,1,0,0,0,0,1,1
fam3261,1,1,1,1,1,1,1,1,0,0
fam3262,1,1,1,1,0,0,0,0,1,1
fam3263,1,1,1,1,1,1,1,1,0,0
fam3264,1,1,1,1,0,0,0,0,1,1
fam3265,1,1,1,1,0,0,0,0,1,1
fam3266,1,1,1,1,1,1,1,1,0,0
fam3267,1,1,1,0,1,1,1,1,0,1
fam3268,1,1,1,1,1,1,1,1,0,0
fam3269,1,1,1,1,0,0,0,0,1,1
fam3270,1,0,0,0,8,1,2,5,0,0
fam3271,0,1,1,0,1,1,1,1,1,0
